"Accession" "Description" "z_score_TPP" "p_value_TPP" "Sig_Check_TPP"
"Q08977" "UPF0662 protein YPL260W [OS=Saccharomyces cerevisiae S288C]" 0.447432006359413 0.550144691687106 "Not Significant"
"P38708" "Putative proline--tRNA ligase YHR020W [OS=Saccharomyces cerevisiae S288C]" 0.777137109726186 0.639356442400163 "Not Significant"
"P27999" "DNA-directed RNA polymerase II subunit RPB9 [OS=Saccharomyces cerevisiae S288C]" -0.275328123444518 0.536774820958255 "Not Significant"
"P0CX55" "40S ribosomal protein S18-A [OS=Saccharomyces cerevisiae S288C]" 0.844728664820777 0.598669331781633 "Not Significant"
"P53163" "54S ribosomal protein L12, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.04725782140652 0.959102516405058 "Not Significant"
"P47008" "Phosphatidylinositol transfer protein sfh5 [OS=Saccharomyces cerevisiae S288C]" -0.0962661424489292 0.949784778517312 "Not Significant"
"P47089" "Translation machinery-associated protein 22 [OS=Saccharomyces cerevisiae S288C]" 0.12922544823417 0.674179789746722 "Not Significant"
"P33734" "imidazole glycerol phosphate synthase hisHF [OS=Saccharomyces cerevisiae S288C]" -1.02322988171954 0.240611660166249 "Not Significant"
"P02557" "tubulin beta chain [OS=Saccharomyces cerevisiae S288C]" 1.45547915132905 0.0899876775061749 "Not Significant"
"P42935" "elongator complex protein 2 [OS=Saccharomyces cerevisiae S288C]" -0.216272232728501 0.820095895766134 "Not Significant"
"P05755" "40S ribosomal protein S9-B [OS=Saccharomyces cerevisiae S288C]" 0.533307630088773 0.748330085428965 "Not Significant"
"P21734" "ubiquitin-conjugating enzyme E2 1 [OS=Saccharomyces cerevisiae S288C]" 0.829917728878066 0.0454283799061105 "Not Significant"
"P49435" "Adenine phosphoribosyltransferase 1 [OS=Saccharomyces cerevisiae S288C]" -0.695341291918816 0.318560440649836 "Not Significant"
"P0CX49" "60S ribosomal protein L18-A [OS=Saccharomyces cerevisiae S288C]" -0.321928049767415 0.762069100853404 "Not Significant"
"P27476" "Nuclear localization sequence-binding protein [OS=Saccharomyces cerevisiae S288C]" -1.56034131598205 0.0940631167213146 "Not Significant"
"P38345" "Succinate dehydrogenase assembly factor 4, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.383607000033545 0.318369485858693 "Not Significant"
"Q04067" "Eukaryotic translation initiation factor 3 subunit G [OS=Saccharomyces cerevisiae S288C]" 0.248830174121648 0.670866053431866 "Not Significant"
"P40168" "Uncharacterized protein YNL195C [OS=Saccharomyces cerevisiae S288C]" -1.33798123420298 0.155389125608754 "Not Significant"
"P40510" "D-3-phosphoglycerate dehydrogenase 2 [OS=Saccharomyces cerevisiae S288C]" -0.157540705139847 0.676278434338391 "Not Significant"
"P32190" "glycerol kinase [OS=Saccharomyces cerevisiae S288C]" -0.38342936310789 0.360315152179509 "Not Significant"
"P0CX35" "40S ribosomal protein S4-A [OS=Saccharomyces cerevisiae S288C]" 0.465796891479498 0.776359248921352 "Not Significant"
"Q03690" "Clustered mitochondria protein 1 [OS=Saccharomyces cerevisiae S288C]" 1.54535396549843 0.332529982983654 "Not Significant"
"P36059" "ATP-dependent (S)-NAD(P)H-hydrate dehydratase [OS=Saccharomyces cerevisiae S288C]" -0.861219205529895 0.199794629049293 "Not Significant"
"P43587" "Type 1 phosphatases regulator ypi1 [OS=Saccharomyces cerevisiae S288C]" -0.418131552012772 0.611587234330922 "Not Significant"
"P32463" "Acyl carrier protein, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.500194888810681 0.222864834644768 "Not Significant"
"P53334" "probable family 17 glucosidase SCW4 [OS=Saccharomyces cerevisiae S288C]" -0.185936512338156 0.78860935211894 "Not Significant"
"Q06685" "Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase [OS=Saccharomyces cerevisiae S288C]" 0.517722201293108 0.168997425430872 "Not Significant"
"P47160" "Epsin-3 [OS=Saccharomyces cerevisiae S288C]" 0.781848576851506 0.291874248472811 "Not Significant"
"P40043" "Respiratory growth induced protein 1 [OS=Saccharomyces cerevisiae S288C]" -0.565652150196441 0.397029889204116 "Not Significant"
"P0CX34" "40S ribosomal protein S30-B [OS=Saccharomyces cerevisiae S288C]" 0.84317273140072 0.280833046509697 "Not Significant"
"P53250" "Twinfilin-1 [OS=Saccharomyces cerevisiae S288C]" -0.358647917598771 0.669199828034037 "Not Significant"
"Q05979" "kynureninase [OS=Saccharomyces cerevisiae S288C]" -0.781442765672027 0.209914576948342 "Not Significant"
"P39714" "(R,R)-butanediol dehydrogenase [OS=Saccharomyces cerevisiae S288C]" -0.741178586585197 0.0691605943762012 "Not Significant"
"P39705" "Nucleoporin NUP60 [OS=Saccharomyces cerevisiae S288C]" -2.02866870123095 0.00203723681890645 "Significant"
"P29453" "60S ribosomal protein L8-B [OS=Saccharomyces cerevisiae S288C]" -0.0709219843324495 0.976023395743503 "Not Significant"
"P33204" "Actin-related protein 2/3 complex subunit 4 [OS=Saccharomyces cerevisiae S288C]" -0.490337102239049 0.131876612564903 "Not Significant"
"Q12434" "Rho GDP-dissociation inhibitor [OS=Saccharomyces cerevisiae S288C]" -0.851981598689659 0.0402896436182455 "Not Significant"
"P41811" "Coatomer subunit beta' [OS=Saccharomyces cerevisiae S288C]" -0.139599234318389 0.510590793161602 "Not Significant"
"P49954" "probable hydrolase NIT3 [OS=Saccharomyces cerevisiae S288C]" 0.0044866769334323 0.962744666426992 "Not Significant"
"P0CX52" "40S ribosomal protein S16-B [OS=Saccharomyces cerevisiae S288C]" -0.271152184683653 0.831116766058514 "Not Significant"
"P38219" "obg-like ATPase 1 [OS=Saccharomyces cerevisiae S288C]" 0.570702128527492 0.55494105059071 "Not Significant"
"P38853" "Kelch repeat-containing protein 1 [OS=Saccharomyces cerevisiae S288C]" 2.9827479273212 0.0361496117067748 "Significant"
"P32288" "Glutamine synthetase [OS=Saccharomyces cerevisiae S288C]" -0.161849222520371 0.552044136610538 "Not Significant"
"Q01855" "40S ribosomal protein S15 [OS=Saccharomyces cerevisiae S288C]" 0.205357986920728 0.65034019573631 "Not Significant"
"P39077" "T-complex protein 1 subunit gamma [OS=Saccharomyces cerevisiae S288C]" 1.05771945157933 0.184704739481954 "Not Significant"
"P0C0W1" "40S ribosomal protein S22-A [OS=Saccharomyces cerevisiae S288C]" 0.486666691731576 0.781349585934537 "Not Significant"
"P46969" "ribulose-phosphate 3-epimerase [OS=Saccharomyces cerevisiae S288C]" -0.238113227855572 0.783128576634298 "Not Significant"
"P36041" "Protein EAP1 [OS=Saccharomyces cerevisiae S288C]" 0.247584830522853 0.857114415646846 "Not Significant"
"Q04178" "Hypoxanthine-guanine phosphoribosyltransferase [OS=Saccharomyces cerevisiae S288C]" -0.743076481300347 0.388069755243281 "Not Significant"
"P46988" "prefoldin subunit 1 [OS=Saccharomyces cerevisiae S288C]" -0.137070764834582 0.830792520163798 "Not Significant"
"P25443" "40S ribosomal protein S2 [OS=Saccharomyces cerevisiae S288C]" 0.393435602504179 0.807154312421702 "Not Significant"
"Q08229" "Protein NBA1 [OS=Saccharomyces cerevisiae S288C]" -0.990630583883731 0.132601288295449 "Not Significant"
"P53299" "mitochondrial import inner membrane translocase subunit TIM13 [OS=Saccharomyces cerevisiae S288C]" -2.37895479574955 0.0784730661026043 "Significant"
"P38067" "Succinate-semialdehyde dehydrogenase [NADP(+)] [OS=Saccharomyces cerevisiae S288C]" -0.51950017737599 0.372140690028222 "Not Significant"
"P48415" "COPII coat assembly protein sec16 [OS=Saccharomyces cerevisiae S288C]" -0.765258222037699 0.204266941322842 "Not Significant"
"P14126" "60S ribosomal protein L3 [OS=Saccharomyces cerevisiae S288C]" -0.0566921224340634 0.973654765096894 "Not Significant"
"P38281" "Actin patches distal protein 1 [OS=Saccharomyces cerevisiae S288C]" -0.248980115635052 0.495380049468733 "Not Significant"
"P32860" "NifU-like protein, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.000721235791432209 0.975960667305045 "Not Significant"
"P40422" "DNA-directed RNA polymerases I, II, and III subunit RPABC4 [OS=Saccharomyces cerevisiae S288C]" 0.102530214453932 0.886943435018565 "Not Significant"
"P33315" "transketolase 2 [OS=Saccharomyces cerevisiae S288C]" -0.572262526838378 0.454204338260615 "Not Significant"
"P53860" "Phosphatidylinositol transfer protein PDR16 [OS=Saccharomyces cerevisiae S288C]" -0.437715844686914 0.245774025002295 "Not Significant"
"P38249" "Eukaryotic translation initiation factor 3 subunit A [OS=Saccharomyces cerevisiae S288C]" -0.626784837297426 0.525403246073802 "Not Significant"
"P25043" "proteasome subunit beta type-2 [OS=Saccharomyces cerevisiae S288C]" 0.125443382615634 0.813781604016944 "Not Significant"
"Q03262" "Phosphoribomutase [OS=Saccharomyces cerevisiae S288C]" 0.0269141011142648 0.924748402229823 "Not Significant"
"O94742" "26S proteasome complex subunit SEM1 [OS=Saccharomyces cerevisiae S288C]" -1.04287601740636 0.0201964091710506 "Not Significant"
"Q04304" "UPF0659 protein YMR090W [OS=Saccharomyces cerevisiae S288C]" -0.85434797385953 0.400314854689983 "Not Significant"
"P33297" "26S protease regulatory subunit 6A [OS=Saccharomyces cerevisiae S288C]" 0.357353865339261 0.72629395592326 "Not Significant"
"P32447" "Histone chaperone ASF1 [OS=Saccharomyces cerevisiae S288C]" 0.513582350113772 0.352002437566363 "Not Significant"
"P07278" "cAMP-dependent protein kinase regulatory subunit [OS=Saccharomyces cerevisiae S288C]" 0.0885537321394208 0.784907971205414 "Not Significant"
"P43619" "nicotinate-nucleotide pyrophosphorylase [carboxylating] [OS=Saccharomyces cerevisiae S288C]" -0.0227740276569175 0.980516193645006 "Not Significant"
"P00899" "anthranilate synthase component 1 [OS=Saccharomyces cerevisiae S288C]" -0.496018125138069 0.21799528873655 "Not Significant"
"Q04066" "kynurenine formamidase [OS=Saccharomyces cerevisiae S288C]" -1.05656257883191 0.300204673154997 "Not Significant"
"P0CX81" "Copper metallothionein 1-2 [OS=Saccharomyces cerevisiae S288C]" -0.0677897408117461 0.916860205638094 "Not Significant"
"P32445" "Single-stranded DNA-binding protein RIM1, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.877535111790823 0.409875861774037 "Not Significant"
"P32468" "Cell division control protein 12 [OS=Saccharomyces cerevisiae S288C]" -0.325587091516658 0.715485308381943 "Not Significant"
"P53962" "Uncharacterized WD repeat-containing protein YNL035C [OS=Saccharomyces cerevisiae S288C]" -0.213032793331856 0.712536256565432 "Not Significant"
"P32790" "Actin cytoskeleton-regulatory complex protein SLA1 [OS=Saccharomyces cerevisiae S288C]" -0.836799541721442 0.148262721025499 "Not Significant"
"P53330" "Regulator of Ty1 transposition protein 102 [OS=Saccharomyces cerevisiae S288C]" 2.41496789825378 0.0923607745561783 "Significant"
"P07702" "L-2-aminoadipate reductase [OS=Saccharomyces cerevisiae S288C]" 0.443906888710026 0.196788199977359 "Not Significant"
"P25332" "ribokinase [OS=Saccharomyces cerevisiae S288C]" -0.711683009276636 0.112307802925526 "Not Significant"
"P40357" "Protein transport protein SEC9 [OS=Saccharomyces cerevisiae S288C]" -0.792398855626302 0.32114589320909 "Not Significant"
"Q00055" "Glycerol-3-phosphate dehydrogenase [NAD(+)] 1 [OS=Saccharomyces cerevisiae S288C]" -0.604338746241283 0.0833871831970559 "Not Significant"
"P07275" "Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.00563509787185014 0.984833058493648 "Not Significant"
"Q06385" "Vacuolar protein sorting-associated protein 74 [OS=Saccharomyces cerevisiae S288C]" -0.131244162450128 0.805185758822799 "Not Significant"
"Q03940" "RuvB-like protein 1 [OS=Saccharomyces cerevisiae S288C]" 0.200649120390784 0.71096761538898 "Not Significant"
"P22336" "Replication factor A protein 1 [OS=Saccharomyces cerevisiae S288C]" 0.40275015556288 0.5612773320811 "Not Significant"
"P38698" "Exopolyphosphatase [OS=Saccharomyces cerevisiae S288C]" -0.355071277502032 0.552411281337558 "Not Significant"
"P0CX39" "40S ribosomal protein S8-A [OS=Saccharomyces cerevisiae S288C]" 0.403002496809647 0.841718264144128 "Not Significant"
"Q02455" "protein MLP1 [OS=Saccharomyces cerevisiae S288C]" -0.147322764701224 0.769130093378193 "Not Significant"
"P39929" "vacuolar-sorting protein snf7 [OS=Saccharomyces cerevisiae S288C]" 0.23548488001324 0.81842242666277 "Not Significant"
"P13130" "Sporulation-specific wall maturation protein [OS=Saccharomyces cerevisiae S288C]" 0.289802460316275 0.62109616657263 "Not Significant"
"Q12447" "Polyamine N-acetyltransferase 1 [OS=Saccharomyces cerevisiae S288C]" 0.523064653699716 0.553766093070901 "Not Significant"
"P40052" "Uncharacterized protein YER079W [OS=Saccharomyces cerevisiae S288C]" 0.815585343002822 0.407059323806587 "Not Significant"
"P39990" "13 kDa ribonucleoprotein-associated protein [OS=Saccharomyces cerevisiae S288C]" 0.23968059623316 0.690028802357195 "Not Significant"
"P06785" "thymidylate synthase [OS=Saccharomyces cerevisiae S288C]" -1.09752407372807 0.0846095553749391 "Not Significant"
"P35127" "ubiquitin carboxyl-terminal hydrolase YUH1 [OS=Saccharomyces cerevisiae S288C]" 0.0252104478866261 0.968276336819952 "Not Significant"
"P47173" "Uncharacterized protein YJR142W [OS=Saccharomyces cerevisiae S288C]" 0.12127351435314 0.871758542974748 "Not Significant"
"P12962" "Cap-associated protein CAF20 [OS=Saccharomyces cerevisiae S288C]" 0.419581167765456 0.358273590643686 "Not Significant"
"P05756" "40S ribosomal protein S13 [OS=Saccharomyces cerevisiae S288C]" 1.67041690000528 0.344744939868766 "Not Significant"
"P05737" "60S ribosomal protein L7-A [OS=Saccharomyces cerevisiae S288C]" 1.08753550461301 0.578440711477763 "Not Significant"
"Q12211" "tRNA pseudouridine synthase 1 [OS=Saccharomyces cerevisiae S288C]" 0.03501793720912 0.950276987974059 "Not Significant"
"Q3E7B7" "SERF-like protein YDL085C-A [OS=Saccharomyces cerevisiae S288C]" 0.386356327734776 0.610110141909741 "Not Significant"
"P0C0T4" "40S ribosomal protein S25-B [OS=Saccharomyces cerevisiae S288C]" 1.15670284405376 0.262607063472943 "Not Significant"
"P32505" "nuclear polyadenylated rna-binding protein nab2 [OS=Saccharomyces cerevisiae S288C]" 0.536667213289354 0.0293067832843809 "Not Significant"
"P27466" "Calcium/calmodulin-dependent protein kinase I [OS=Saccharomyces cerevisiae S288C]" -0.0611016550176595 0.940780137750922 "Not Significant"
"P23776" "glucan 1,3-beta-glucosidase I/II [OS=Saccharomyces cerevisiae S288C]" -0.394221885775769 0.589138735760285 "Not Significant"
"P39940" "E3 ubiquitin-protein ligase RSP5 [OS=Saccharomyces cerevisiae S288C]" -0.404693665788009 0.387465364741912 "Not Significant"
"P40956" "Protein GTS1 [OS=Saccharomyces cerevisiae S288C]" 0.906117739313049 0.163403156325491 "Not Significant"
"P38903" "Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform [OS=Saccharomyces cerevisiae S288C]" 7.51747052662913 0.029171231281618 "Significant"
"P53905" "U6 snRNA-associated Sm-like protein LSm7 [OS=Saccharomyces cerevisiae S288C]" -0.326502831799094 0.197750474962392 "Not Significant"
"Q04728" "Arginine biosynthesis bifunctional protein ArgJ, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.683503831269753 0.429925924351677 "Not Significant"
"Q05518" "protein pal1 [OS=Saccharomyces cerevisiae S288C]" 1.32376522085206 0.0948440371798947 "Not Significant"
"P07560" "Ras-related protein SEC4 [OS=Saccharomyces cerevisiae S288C]" -0.735531289209209 0.400080201411668 "Not Significant"
"P0CX31" "40S ribosomal protein S24-A [OS=Saccharomyces cerevisiae S288C]" 0.366103162463018 0.832449112044575 "Not Significant"
"P40165" "NAD(P)H-hydrate epimerase [OS=Saccharomyces cerevisiae S288C]" -0.268672536110979 0.234657399478396 "Not Significant"
"P47044" "LOG family protein YJL055W [OS=Saccharomyces cerevisiae S288C]" -1.72083858053821 0.0871662865174947 "Not Significant"
"Q12464" "RuvB-like protein 2 [OS=Saccharomyces cerevisiae S288C]" -0.462354869678471 0.240747040611262 "Not Significant"
"Q04491" "Protein transport protein SEC13 [OS=Saccharomyces cerevisiae S288C]" -0.466365840075212 0.434875934860804 "Not Significant"
"P51402" "60S ribosomal protein L37-B [OS=Saccharomyces cerevisiae S288C]" -0.793857602426092 0.0791581299902566 "Not Significant"
"P27692" "Transcription elongation factor Spt5 [OS=Saccharomyces cerevisiae S288C]" -0.462939153041709 0.537345608583549 "Not Significant"
"Q12443" "Reticulon-like protein 2 [OS=Saccharomyces cerevisiae S288C]" -0.757467576936383 0.0716876981881372 "Not Significant"
"Q01519" "Cytochrome c oxidase subunit 6b [OS=Saccharomyces cerevisiae S288C]" 0.158056223926804 0.830724703100508 "Not Significant"
"Q12285" "Ubiquitin-like protein MDY2 [OS=Saccharomyces cerevisiae S288C]" -0.741425174462487 0.197176650337125 "Not Significant"
"P37291" "Serine hydroxymethyltransferase, cytosolic [OS=Saccharomyces cerevisiae S288C]" 0.134397125367548 0.710195505144201 "Not Significant"
"P32469" "Diphthine methyl ester synthase [OS=Saccharomyces cerevisiae S288C]" -0.306327959659542 0.693599434436202 "Not Significant"
"Q00955" "Acetyl-CoA carboxylase [OS=Saccharomyces cerevisiae S288C]" -0.123949962741702 0.897758340393128 "Not Significant"
"P42943" "T-complex protein 1 subunit eta [OS=Saccharomyces cerevisiae S288C]" -0.220590312037434 0.791053538917087 "Not Significant"
"P89105" "RNA polymerase-associated protein CTR9 [OS=Saccharomyces cerevisiae S288C]" 0.334767948469206 0.250681374520201 "Not Significant"
"P53897" "mRNA stability protein IGO1 [OS=Saccharomyces cerevisiae S288C]" -0.884435415980693 0.269400017538077 "Not Significant"
"P38109" "Putative serine carboxypeptidase YBR139W [OS=Saccharomyces cerevisiae S288C]" -0.54049761353432 0.263049753390923 "Not Significant"
"P0CX84" "60S ribosomal protein L35-A [OS=Saccharomyces cerevisiae S288C]" 0.639267135636533 0.110431408905286 "Not Significant"
"P02406" "60S ribosomal protein L28 [OS=Saccharomyces cerevisiae S288C]" 0.58714395820331 0.667656992786183 "Not Significant"
"Q08162" "Exosome complex exonuclease dis3 [OS=Saccharomyces cerevisiae S288C]" 0.153294419808872 0.82882306455601 "Not Significant"
"Q12206" "Transcriptional modulator WTM2 [OS=Saccharomyces cerevisiae S288C]" 3.11544069689846 0.121381543666789 "Significant"
"P53144" "HD domain-containing protein YGL101W [OS=Saccharomyces cerevisiae S288C]" -0.549845574446038 0.330415780417068 "Not Significant"
"P05740" "60S ribosomal protein L17-A [OS=Saccharomyces cerevisiae S288C]" -0.160756454088193 0.926441724011656 "Not Significant"
"Q03559" "uncharacterized protein YMR295C [OS=Saccharomyces cerevisiae S288C]" -0.645671407016028 0.718934099116656 "Not Significant"
"Q04120" "Peroxiredoxin TSA2 [OS=Saccharomyces cerevisiae S288C]" -0.489949926399786 0.57384923016923 "Not Significant"
"P28000" "DNA-directed RNA polymerases I and III subunit RPAC2 [OS=Saccharomyces cerevisiae S288C]" 0.678347389010729 0.37570111263607 "Not Significant"
"P40509" "coatomer subunit epsilon [OS=Saccharomyces cerevisiae S288C]" -0.987500005420641 0.197864289403402 "Not Significant"
"P40459" "pantoate--beta-alanine ligase [OS=Saccharomyces cerevisiae S288C]" -0.457492362846092 0.277540736961668 "Not Significant"
"O43137" "Uncharacterized protein YBR085C-A [OS=Saccharomyces cerevisiae S288C]" -1.44419047662909 0.482558967141666 "Not Significant"
"P40529" "ADP-ribosylation factor GTPase-activating protein effector protein 2 [OS=Saccharomyces cerevisiae S288C]" -0.847947039656775 0.65267060416333 "Not Significant"
"P32457" "Cell division control protein 3 [OS=Saccharomyces cerevisiae S288C]" -0.92565470180994 0.0802265314408165 "Not Significant"
"P50623" "SUMO-conjugating enzyme ubc9 [OS=Saccharomyces cerevisiae S288C]" -2.50511361972734 0.0143547570243699 "Significant"
"P39966" "Protein phosphatase 2C homolog 2 [OS=Saccharomyces cerevisiae S288C]" -1.90455077514353 0.0780316009776822 "Not Significant"
"P23201" "Protein SPA2 [OS=Saccharomyces cerevisiae S288C]" 0.430083620842934 0.392834272855217 "Not Significant"
"P39533" "Homocitrate dehydratase, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.254235103580326 0.591779751863688 "Not Significant"
"P38230" "probable quinone oxidoreductase [OS=Saccharomyces cerevisiae S288C]" -0.182199589510796 0.833913830124559 "Not Significant"
"P53066" "Ankyrin repeat-containing protein YGL242C [OS=Saccharomyces cerevisiae S288C]" -0.733853034906385 0.374562402700878 "Not Significant"
"P47103" "peptidyl-prolyl cis-trans isomerase cyp7 [OS=Saccharomyces cerevisiae S288C]" 0.849323785844965 0.151857494934013 "Not Significant"
"P32178" "Chorismate mutase [OS=Saccharomyces cerevisiae S288C]" -0.0393954259153526 0.97885700240946 "Not Significant"
"Q04307" "DNA-directed RNA polymerase III subunit RPC10 [OS=Saccharomyces cerevisiae S288C]" 2.70008972145023 0.00191520648641566 "Significant"
"P50106" "DNA-directed RNA polymerase I subunit rpa14 [OS=Saccharomyces cerevisiae S288C]" 0.447796957763515 0.0210073078221555 "Not Significant"
"P43593" "Ubiquitin carboxyl-terminal hydrolase 6 [OS=Saccharomyces cerevisiae S288C]" -0.0898705324255577 0.947950270592385 "Not Significant"
"P32074" "Coatomer subunit gamma [OS=Saccharomyces cerevisiae S288C]" 0.228712655799523 0.555213941054248 "Not Significant"
"P20434" "DNA-directed RNA polymerases I, II, and III subunit RPABC1 [OS=Saccharomyces cerevisiae S288C]" -0.15720460131256 0.758692421166803 "Not Significant"
"Q12518" "epsin-1 [OS=Saccharomyces cerevisiae S288C]" -0.3513479450809 0.692603495215921 "Not Significant"
"Q12165" "ATP synthase subunit delta, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.272801548264298 0.690316835721303 "Not Significant"
"P53834" "Hsp90 co-chaperone HCH1 [OS=Saccharomyces cerevisiae S288C]" -0.0821258072859522 0.777916915291823 "Not Significant"
"P22211" "nitrogen permease reactivator protein [OS=Saccharomyces cerevisiae S288C]" 0.575978055523334 0.529673057595189 "Not Significant"
"P40477" "Nucleoporin NUP159 [OS=Saccharomyces cerevisiae S288C]" 0.0613318934103675 0.92526133645752 "Not Significant"
"P32769" "elongation factor 1 alpha-like protein [OS=Saccharomyces cerevisiae S288C]" 0.100389921987397 0.847049732707464 "Not Significant"
"P52488" "Ubiquitin-activating enzyme E1-like [OS=Saccharomyces cerevisiae S288C]" 0.20359267373337 0.669591320654774 "Not Significant"
"Q12017" "Phosducin-like protein 2 [OS=Saccharomyces cerevisiae S288C]" 1.57671384405847 0.180012404996914 "Not Significant"
"P43569" "CCR4-associated factor 16 [OS=Saccharomyces cerevisiae S288C]" -0.623386826450869 0.513830153715875 "Not Significant"
"P39076" "T-complex protein 1 subunit beta [OS=Saccharomyces cerevisiae S288C]" 0.796201684745425 0.140683276530606 "Not Significant"
"P38764" "26S proteasome regulatory subunit rpn1 [OS=Saccharomyces cerevisiae S288C]" 0.183301036439269 0.887694659738427 "Not Significant"
"P57744" "Mitochondrial import inner membrane translocase subunit TIM8 [OS=Saccharomyces cerevisiae S288C]" 0.566799686428779 0.403567752743993 "Not Significant"
"P0C2I3" "Transposon Ty1-DR6 Gag-Pol polyprotein [OS=Saccharomyces cerevisiae S288C]" -1.34101859211457 0.113679736908812 "Not Significant"
"P33892" "eIF-2-alpha kinase activator GCN1 [OS=Saccharomyces cerevisiae S288C]" -0.966003384163433 0.393768162148841 "Not Significant"
"Q06523" "uncharacterized protein YPR148C [OS=Saccharomyces cerevisiae S288C]" 0.102384099292699 0.882055431627386 "Not Significant"
"P50896" "Protein PSP1 [OS=Saccharomyces cerevisiae S288C]" 0.700891064679527 0.190992079066797 "Not Significant"
"Q12329" "heat shock protein 42 [OS=Saccharomyces cerevisiae S288C]" -0.279349959651414 0.803534772606645 "Not Significant"
"P43621" "Coatomer subunit delta [OS=Saccharomyces cerevisiae S288C]" 0.755672808930362 0.476880279971099 "Not Significant"
"P04173" "3-isopropylmalate dehydrogenase [OS=Saccharomyces cerevisiae S288C]" -0.480897258200064 0.263336187092105 "Not Significant"
"P89886" "Translation machinery-associated protein 20 [OS=Saccharomyces cerevisiae S288C]" 0.136121680925669 0.66322803776772 "Not Significant"
"P25293" "nucleosome assembly protein [OS=Saccharomyces cerevisiae S288C]" -0.277346205893879 0.527403293959208 "Not Significant"
"P47166" "Protein sgm1 [OS=Saccharomyces cerevisiae S288C]" -1.08177358709842 0.25098847437254 "Not Significant"
"Q07648" "D-tyrosyl-tRNA(Tyr) deacylase [OS=Saccharomyces cerevisiae S288C]" -1.65326189514405 0.251205933018189 "Not Significant"
"P53095" "D-serine dehydratase [OS=Saccharomyces cerevisiae S288C]" -0.154887572125685 0.723500532942755 "Not Significant"
"P38197" "Pyridoxal phosphate homeostasis protein [OS=Saccharomyces cerevisiae S288C]" 0.799612094285512 0.276763860946636 "Not Significant"
"P32179" "3'(2'),5'-bisphosphate nucleotidase [OS=Saccharomyces cerevisiae S288C]" -0.966851810445238 0.244318181437488 "Not Significant"
"Q12000" "Translation machinery-associated protein 46 [OS=Saccharomyces cerevisiae S288C]" 0.380886994851762 0.294623429885203 "Not Significant"
"Q02821" "Importin subunit alpha [OS=Saccharomyces cerevisiae S288C]" 0.220046737034204 0.763032611036027 "Not Significant"
"P46984" "EKC/KEOPS complex subunit GON7 [OS=Saccharomyces cerevisiae S288C]" 0.113284849648829 0.78703542019873 "Not Significant"
"P35842" "Acid phosphatase PHO11 [OS=Saccharomyces cerevisiae S288C]" -0.215095207231952 0.78015020260451 "Not Significant"
"P08679" "Citrate synthase, peroxisomal [OS=Saccharomyces cerevisiae S288C]" 0.262839144010112 0.774079450449257 "Not Significant"
"P0CX42" "60S ribosomal protein L23-B [OS=Saccharomyces cerevisiae S288C]" 0.513182985296773 0.518590780603994 "Not Significant"
"P25372" "Thioredoxin-3, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.358893470067063 0.555723243572858 "Not Significant"
"Q07651" "SUR7 family protein FMP45 [OS=Saccharomyces cerevisiae S288C]" -0.689926155392502 0.529974723523273 "Not Significant"
"P21524" "ribonucleoside-diphosphate reductase large chain 1 [OS=Saccharomyces cerevisiae S288C]" -0.393727247577258 0.649895485147672 "Not Significant"
"P38998" "Saccharopine dehydrogenase [NAD(+), L-lysine-forming] [OS=Saccharomyces cerevisiae S288C]" 0.740461471597558 0.438396829591347 "Not Significant"
"P40517" "Ran-specific GTPase-activating protein 2 [OS=Saccharomyces cerevisiae S288C]" 0.175775950178089 0.362680523998363 "Not Significant"
"P15274" "AMP deaminase [OS=Saccharomyces cerevisiae S288C]" 0.267877299965563 0.457932748051763 "Not Significant"
"Q12191" "Binder of USO1 and GRH1 protein 1 [OS=Saccharomyces cerevisiae S288C]" -1.0192638673762 0.014615423250696 "Not Significant"
"O13547" "Covalently-linked cell wall protein 14 [OS=Saccharomyces cerevisiae S288C]" -2.37163167996517 0.0155337377292533 "Significant"
"Q3E752" "Uncharacterized protein YPR036W-A [OS=Saccharomyces cerevisiae S288C]" -0.524929941046533 0.75960289090295 "Not Significant"
"P39926" "Protein SSO2 [OS=Saccharomyces cerevisiae S288C]" 0.74894329926099 0.376315776052735 "Not Significant"
"P47035" "Nucleolar protein NET1 [OS=Saccharomyces cerevisiae S288C]" 0.349662374213497 0.396079004287665 "Not Significant"
"P40327" "26S protease regulatory subunit 4 homolog [OS=Saccharomyces cerevisiae S288C]" 0.459971894433923 0.676003895275241 "Not Significant"
"P53920" "Pro-apoptotic serine protease NMA111 [OS=Saccharomyces cerevisiae S288C]" 0.562088675567409 0.618078241812227 "Not Significant"
